Code,Area,Housing_Average,Housing_Median,CC_w_MSOA,BC_w_MSOA,crime_rate,NOx_index,Num_Schools_MSOA,E02000001,percent_green_blue,AVERAGE_AGE
E02000459,Harrow 027,375308.25,326625.0,4.028588235,35719779.38,58.0,86.0,3,18992.3983,39.86240683,69.25741041
E02000460,Harrow 028,427957.0,441250.0,3.878875,7680598.713,49.0,81.0,2,20027.30838,39.86240683,61.6757810075
E02000461,Harrow 029,515077.5,474312.5,4.190437956,59999683.83,42.0,87.0,5,17933.45561,68.94062264,73.11709833
E02000462,Harrow 030,397198.0,424625.0,3.998309859,30611080.07,70.0,91.0,2,19244.70165,47.26074493,84.9647340075
E02000463,Harrow 031,411314.25,428125.0,3.893139535,9732554.116,45.0,84.0,3,20191.16519,47.26074493,79.069121922
E02000464,Havering 001,319481.75,307250.0,2.948306011,4710105.546,49.0,69.0,2,24713.27815,75.82390999,60.300042215
E02000465,Havering 002,297919.0,309750.0,2.857055074,2063272.601,64.0,73.0,6,25356.95531,75.82390999,67.265214114
E02000466,Havering 003,343889.5,343000.0,3.2558,6233454.82,45.0,61.0,4,22069.50592,84.02074171,68.543913586
E02000467,Havering 004,269737.0,283250.0,2.985956284,3541552.311,89.0,68.0,1,23740.43738,75.82390999,62.391254739999994
E02000468,Havering 005,341818.0,342750.0,3.374325843,12353258.54,52.0,63.0,3,20272.44054,84.02074171,69.465600494
E02000469,Havering 006,295199.5,301750.0,3.056384615,9430841.908,59.0,72.0,5,22660.80673,56.2493322,60.0010324225
E02000470,Havering 007,401337.75,377500.0,2.969102041,4220650.731,76.0,68.0,1,25150.44876,70.26084097,65.601211178
E02000471,Havering 008,442686.25,425000.0,3.266626506,5136483.325,40.0,73.0,3,21141.94091,59.08602527,73.42949165799999
E02000472,Havering 009,369521.75,364500.0,3.344144144,6972214.604,41.0,75.0,4,20092.47228,59.08602527,79.74353722666667
E02000473,Havering 010,359752.0,348375.0,3.036047619,4783520.329,44.0,72.0,9,23653.20365,44.86478372,67.68873581999999
E02000474,Havering 011,325804.0,343125.0,3.434585987,8392636.968,57.0,75.0,3,19203.05837,52.97177301,75.708102016
E02000475,Havering 012,450969.75,374624.0,3.185649351,15391491.88,51.0,74.0,3,21989.08387,44.86478372,73.43166216833333
E02000476,Havering 013,277600.25,261250.0,3.363739496,26203711.93,308.0,92.0,0,20345.54618,30.53130146,57.120235193999996
E02000477,Havering 014,449945.75,432875.0,3.211507937,8831877.54,33.0,72.0,5,21673.97016,60.06805018,80.85172004333333
E02000478,Havering 015,908386.25,814250.0,3.03607362,2240325.362,27.0,64.0,1,23348.90816,60.06805018,64.01149653249999
E02000479,Havering 016,307304.75,311125.0,3.339786096,22346029.47,83.0,88.0,4,20614.82593,30.53130146,78.341012952
E02000480,Havering 017,319394.0,325250.0,3.503482587,55679267.45,85.0,77.0,2,18829.31937,53.7856962,71.17764863166667
E02000481,Havering 018,428157.0,423562.5,2.698545952,1330929.411,27.0,71.0,2,27164.41714,70.11026579,65.942315772
E02000482,Havering 019,582428.0,518750.0,2.855892857,6087465.938,32.0,64.0,2,24818.70809,70.11026579,76.0864911
E02000483,Havering 020,342107.0,337500.0,3.150251572,17374477.37,88.0,70.0,2,22205.07788,44.61060924,71.974787036
E02000484,Havering 021,385371.25,379625.0,3.2777,17588845.36,48.0,71.0,3,20689.02211,50.92376164,69.558208788
E02000485,Havering 022,425509.5,396500.0,3.028848921,13571975.94,53.0,66.0,5,23394.45468,45.38316314,75.088976242
E02000486,Havering 023,375871.0,383937.5,3.167835052,4619768.876,43.0,68.0,3,21320.00665,44.61060924,82.253708436
E02000487,Havering 024,614589.75,623625.0,2.90328,1546091.392,36.0,65.0,5,24279.29339,88.28965228,87.03524548
E02000488,Havering 025,415278.75,406875.0,3.143350785,2935104.482,32.0,66.0,4,21580.36499,45.38316314,64.323241478
E02000489,Havering 026,335613.75,343000.0,3.273910256,5888764.173,50.0,68.0,0,20193.2885,67.80605934,63.554980388000004
E02000490,Havering 027,322822.0,325812.5,3.3485,7384926.683,59.0,70.0,6,20042.19929,54.02961704,68.342174642
E02000491,Havering 028,309369.0,307437.5,3.488778626,13615459.33,81.0,80.0,3,18661.66994,54.02961704,60.508264854000004
E02000492,Havering 029,369337.75,340999.5,3.178529489,3140041.537,52.0,70.0,2,21009.51258,74.86703863,61.620464645
E02000493,Havering 030,278435.25,293062.5,3.298145161,3535963.565,94.0,82.0,2,20255.72393,74.86703863,74.3442210825
E02000494,Hillingdon 001,950183.25,721875.0,3.184265403,2473318.559,34.0,62.0,9,26031.49568,76.95098988,58.731762414
E02000495,Hillingdon 002,555236.25,533750.0,3.305812808,5953774.271,57.0,70.0,7,24748.2334,58.16120328,74.62265551333333
E02000496,Hillingdon 003,444706.25,415625.0,2.860408163,2811183.526,58.0,59.0,3,28214.67332,89.33018856,61.518775688000005
E02000497,Hillingdon 004,524845.0,520250.0,3.442719298,6510547.039,37.0,70.0,5,23535.84085,58.16120328,61.868064286000006
E02000498,Hillingdon 005,484907.25,436300.0,3.280106383,5816937.378,38.0,65.0,3,25357.94691,66.63278365,64.9375120025
E02000499,Hillingdon 006,554751.5,566500.0,3.584112903,10610860.23,37.0,74.0,2,22207.012,62.31009902,77.404735504
E02000500,Hillingdon 007,618282.5,619375.0,3.424088398,14102566.6,75.0,71.0,2,23988.11802,62.31009902,75.361103396
E02000501,Hillingdon 008,518822.0,512937.5,3.544397163,5560602.369,35.0,72.0,5,22238.36255,43.22470763,76.113340618
E02000502,Hillingdon 009,509375.0,472243.75,3.400734463,13790310.74,42.0,77.0,4,23804.82015,42.10584796,66.39413113399999
E02000503,Hillingdon 010,475798.75,462000.0,3.595104167,16911280.34,28.0,79.0,1,22485.00335,42.10584796,80.753995508
E02000504,Hillingdon 011,607755.0,596875.0,3.241311475,6167392.514,31.0,74.0,3,25485.44904,74.29956744,70.347696236
E02000506,Hillingdon 013,639102.0,640375.0,3.2555,8592235.127,50.0,78.0,5,26435.50845,58.08949795,65.301284966
E02000507,Hillingdon 014,423955.25,430625.0,3.331935484,10334283.34,39.0,80.0,3,24042.48313,62.89088232,82.7753458
E02000508,Hillingdon 015,469442.75,457368.75,3.225344262,5655951.39,140.0,78.0,4,26419.03375,58.08949795,55.67285473
E02000509,Hillingdon 016,370448.5,373000.0,3.141160714,2581498.143,96.0,76.0,3,27406.46867,45.68671559,69.1040686275
E02000510,Hillingdon 017,459886.0,443312.5,3.336735751,13142258.95,74.0,80.0,7,25446.01548,58.08949795,69.28401299
E02000511,Hillingdon 018,398495.25,419875.0,3.571818182,15152949.35,57.0,75.0,6,23240.40742,59.90393684,75.85452306833334
E02000512,Hillingdon 019,352178.25,339750.0,3.430511364,13990066.27,81.0,79.0,1,24413.54873,62.89088232,66.974918412
E02000513,Hillingdon 020,315616.5,314375.0,3.742560976,6220935.561,80.0,81.0,3,21442.9378,54.11231577,61.997454956
E02000515,Hillingdon 022,306053.5,305310.0,3.186167401,3141993.612,92.0,81.0,2,26910.14401,50.03423742,56.92916288833334
E02000516,Hillingdon 023,362839.75,388687.5,3.79825,11235888.19,60.0,88.0,0,20513.17901,54.11231577,57.032326818
E02000517,Hillingdon 024,341625.25,344375.0,3.531966292,15375744.9,66.0,83.0,4,23959.83418,44.32937277,70.453807684
E02000518,Hillingdon 025,367521.0,374375.0,3.299773756,8093563.959,65.0,90.0,8,25431.64348,55.61817982,77.309841086
E02000519,Hillingdon 026,378483.25,391875.0,3.750480769,29989654.15,106.0,93.0,5,21819.45056,43.33564258,69.28894224000001
E02000520,Hillingdon 027,337830.0,361875.0,3.628860294,8426559.487,116.0,106.0,11,22995.29184,44.32937277,71.45305623166666
E02000521,Hillingdon 028,358943.25,368435.25,3.314708333,5266970.563,71.0,104.0,1,24932.00432,52.71232649,60.318776326
E02000522,Hillingdon 029,373908.75,366125.0,3.189017341,4863395.231,69.0,102.0,3,26466.07634,52.71232649,65.362779896
E02000523,Hillingdon 030,316469.0,309125.0,3.605988372,17989233.2,89.0,121.0,2,23116.20587,43.74724806,72.586013268
E02000524,Hillingdon 031,327613.5,300125.0,3.199205156,5252944.444,379.0,118.0,4,26276.12909,37.10635036,62.5176071975
E02000525,Hillingdon 032,305410.75,309987.5,3.554796748,6407711.829,88.0,109.0,2,23391.78268,37.10635036,63.906360072
E02000526,Hounslow 001,1235410.25,943500.0,5.365762712,84245353.59,95.0,120.0,2,11291.51168,57.59896857,107.92611785
E02000528,Hounslow 003,563394.25,488437.5,4.870408163,89420119.04,89.0,108.0,7,14339.94993,42.94165779,52.134193223333334
E02000529,Hounslow 004,340113.5,323000.0,4.002427184,13127577.46,53.0,104.0,4,19916.71153,44.29134885,68.54260766600001
E02000530,Hounslow 005,317455.0,289375.0,3.781834862,20719448.43,125.0,107.0,1,21512.81232,52.04041621,60.11163005
E02000531,Hounslow 006,484688.25,445623.75,4.676444444,39897811.87,75.0,101.0,3,15784.14755,52.09382184,78.774224152
E02000532,Hounslow 007,1048718.25,966250.0,5.154482759,13806617.71,85.0,101.0,4,12249.1889,51.06300217,80.09570221
E02000533,Hounslow 008,853179.5,612500.0,5.040846154,21205508.78,64.0,109.0,5,13155.39973,51.06300217,89.566702238
E02000534,Hounslow 009,489036.5,391806.25,4.411842105,24749981.9,83.0,93.0,1,17587.22301,63.87823931,74.18282852
E02000535,Hounslow 010,420654.5,439875.0,3.889626866,15775008.4,64.0,100.0,3,21047.393,52.04041621,76.787197034
E02000536,Hounslow 011,439994.75,437050.0,4.057482993,19210350.54,69.0,100.0,4,19941.90732,32.62761793,76.383183466
E02000537,Hounslow 012,518521.0,467187.5,4.216428571,16480286.08,64.0,91.0,2,18724.03938,44.29134885,82.52068490399999
E02000538,Hounslow 013,358986.25,353625.0,3.779855072,15629853.89,90.0,101.0,3,22270.21735,41.18673266,73.06195858800001
E02000539,Hounslow 014,410006.5,392750.0,4.440502513,33874836.58,68.0,94.0,9,17167.80761,52.09382184,61.986205236
E02000540,Hounslow 015,392497.75,366225.0,4.256754967,33229808.62,99.0,92.0,3,18494.64771,26.93033423,75.37966357
E02000541,Hounslow 016,363221.75,359250.0,3.883471074,22293011.25,83.0,94.0,2,21354.14441,23.56470516,74.064205414
E02000542,Hounslow 017,292941.25,281868.75,4.013448276,37733037.46,107.0,99.0,4,20405.85276,23.56470516,70.935918126
E02000543,Hounslow 018,303506.75,273562.5,4.101493506,25754408.22,177.0,96.0,2,19711.78589,59.77561692,75.271967
E02000544,Hounslow 019,444176.75,464562.5,4.182419355,6195649.476,41.0,85.0,2,18762.91081,32.12736151,77.32657721000001
E02000545,Hounslow 020,584304.75,501000.0,4.35760274,13755200.92,71.0,89.0,2,17553.65417,38.34214194,62.40693974
E02000546,Hounslow 021,359807.5,357125.0,3.916521739,18381763.03,51.0,81.0,3,21294.51422,59.77561692,73.92341725200001
E02000547,Hounslow 022,330788.0,337812.5,3.633478261,13191288.17,73.0,93.0,5,23439.73107,51.8865176,75.54074979800001
E02000548,Hounslow 023,311498.75,304362.5,3.467067308,3886959.697,68.0,84.0,1,25476.00368,60.67111508,53.367139352
E02000549,Hounslow 024,346830.0,364875.0,3.7145,15464493.34,78.0,86.0,6,22616.57214,51.8865176,78.24390952166667
E02000550,Hounslow 025,293596.5,310625.0,3.555279188,1952317.949,91.0,81.0,2,23948.86698,59.04538272,53.604180655
E02000551,Hounslow 026,299284.5,308625.0,3.755721154,11545954.28,78.0,84.0,3,22291.87829,57.52118328,64.371803986
E02000552,Hounslow 027,300720.0,312375.0,3.49155914,2615092.457,70.0,76.0,5,24837.84138,58.12560898,56.927278191999996
E02000553,Hounslow 028,358324.0,349500.0,3.668362573,7751305.053,58.0,82.0,3,23317.58457,57.52118328,69.91509898
E02000554,Islington 001,509971.25,434875.0,5.535257732,20142637.77,72.0,107.0,4,6567.304182,33.82807264,81.74950285166666
E02000555,Islington 002,647291.25,541625.0,5.575490196,32650909.84,67.0,111.0,2,6587.625027,42.0331887,81.60592918166667
E02000556,Islington 003,612633.0,556593.75,5.612021277,23689954.18,99.0,110.0,3,5970.904209,33.82807264,103.56932535333334
E02000557,Islington 004,584902.5,494500.0,5.687721519,65386292.0,115.0,124.0,6,6238.08328,35.39364341,83.156977708
E02000558,Islington 005,484532.0,454826.0,5.599135802,50948508.77,124.0,121.0,1,5380.773208,26.82405607,66.761553062
E02000559,Islington 006,797780.0,701875.0,5.668548387,19572095.81,80.0,114.0,4,5033.554294,33.62861021,85.09096824166666
E02000560,Islington 007,556902.0,501243.75,5.756229508,98545718.98,183.0,129.0,3,5219.561273,26.82405607,86.0993691675
E02000561,Islington 008,1033791.75,838409.75,5.740784314,18234485.43,69.0,105.0,1,5524.832841,41.02359989,107.075841885
E02000562,Islington 009,780567.25,631000.0,5.763561644,29613154.89,73.0,110.0,3,4407.650784,50.08992073,88.82221471400001
E02000563,Islington 010,550465.75,484487.5,5.831538462,37473371.7,77.0,116.0,3,4918.408519,41.02359989,76.18201269
E02000564,Islington 011,506979.5,483250.0,5.8643,42126765.31,99.0,121.0,1,4470.644138,37.5532051,62.72734844857143
E02000565,Islington 012,594959.25,497375.0,5.881525424,57316732.5,93.0,120.0,4,3965.952131,48.10865978,84.041624724
E02000566,Islington 013,946786.5,732375.0,5.907701149,43083595.44,160.0,117.0,5,3921.288757,50.08992073,97.06770241
E02000567,Islington 014,737098.5,616887.5,5.943255814,68307081.47,91.0,128.0,2,3428.394564,49.04662919,94.597932145
E02000568,Islington 015,567558.75,523750.0,5.941008403,17778097.66,113.0,119.0,1,3904.456061,28.25294621,52.034629696
E02000569,Islington 016,908360.25,739250.0,6.024227642,92111936.52,119.0,131.0,4,3211.105905,49.04662919,78.55967822999999
E02000570,Islington 017,1097341.75,808437.5,5.999904762,14815090.97,90.0,114.0,1,3139.578678,35.74887219,101.298827758
E02000571,Islington 018,700707.0,642325.0,6.009716981,46279377.87,100.0,123.0,3,2571.449846,29.03829046,69.285759188
E02000572,Islington 019,562909.5,477937.5,6.139350649,33621976.44,92.0,125.0,6,2942.316802,28.25294621,61.648991640000006
E02000573,Islington 020,1210970.0,977925.0,6.113589744,58366185.68,335.0,146.0,2,2325.47667,29.03829046,92.683398158
E02000574,Islington 021,851870.5,788500.0,6.21704,52003797.96,198.0,148.0,2,2351.142785,24.72542945,86.278722916
E02000575,Islington 022,928051.25,756250.0,6.213254717,108754718.7,220.0,152.0,6,1415.81993,20.59135733,64.11212075
E02000576,Islington 023,734836.25,728406.25,6.040906429,91442900.46,211.0,141.0,4,1091.645709,20.59135733,61.801673806
E02000577,Kensington and Chelsea 001,808767.0,663875.0,5.598633333,36968005.59,150.0,164.0,11,8543.045116,27.61337477,53.190975802000004
E02000578,Kensington and Chelsea 002,1039430.5,685000.0,5.660833333,11372436.77,84.0,145.0,4,8886.278209,46.40213823,77.291398035
E02000579,Kensington and Chelsea 003,1223132.5,964500.0,5.695151515,16116478.39,92.0,145.0,6,8824.872356,32.93853256,99.901322632
E02000580,Kensington and Chelsea 004,1042917.5,763025.0,5.851449275,16767801.25,176.0,145.0,4,7884.814168,24.87642429,105.287655026
E02000581,Kensington and Chelsea 005,1104021.75,631875.0,5.759333333,4474583.813,86.0,123.0,7,8500.906322,26.64546133,65.690912656
E02000582,Kensington and Chelsea 006,1787301.5,1120000.0,5.97025974,127303638.4,168.0,128.0,6,7446.20663,30.56885682,110.016458066
E02000583,Kensington and Chelsea 007,2721936.5,1366940.75,5.861132075,95795255.37,137.0,127.0,4,8148.407153,39.91374117,109.36055646
E02000584,Kensington and Chelsea 008,2830270.5,1773125.0,6.006896552,72492583.63,145.0,131.0,6,7125.8196,40.68961921,105.610599052
E02000585,Kensington and Chelsea 009,1718128.25,1094375.0,5.861927711,163452944.7,66.0,128.0,2,8137.403416,47.66485753,99.996042348
E02000586,Kensington and Chelsea 010,2806209.75,1889375.0,6.022909091,35463603.85,106.0,134.0,5,6711.976139,18.13591898,114.30603928000001
E02000587,Kensington and Chelsea 011,2542238.0,1639375.0,5.945048544,73470941.78,88.0,143.0,1,7537.959675,24.50292441,107.482953114
E02000588,Kensington and Chelsea 012,3456051.5,2176875.0,6.202295918,69606531.64,243.0,159.0,10,5302.580863,19.96803086,109.59752376000002
E02000589,Kensington and Chelsea 013,1472696.75,1190500.0,6.005342466,69402221.58,83.0,143.0,1,7127.542695,23.8476783,104.696201316
E02000590,Kensington and Chelsea 014,2376493.5,1510000.0,6.156190476,54514564.08,124.0,152.0,2,5854.566216,19.96803086,102.188666818
E02000591,Kensington and Chelsea 015,1529853.75,1156250.0,5.905483871,110853252.3,80.0,176.0,2,7838.923857,19.67748114,100.83830945999999
E02000592,Kensington and Chelsea 016,2197970.0,1554437.5,6.056086957,62477941.39,168.0,145.0,11,6522.772724,23.8476783,109.29230132400001
E02000593,Kensington and Chelsea 017,1318077.25,977875.0,5.974166667,70232919.27,104.0,140.0,2,7457.659212,41.35374156,114.7959484
E02000594,Kensington and Chelsea 018,2191567.0,1687500.0,6.15092437,44132917.68,127.0,133.0,2,5632.268848,39.45753042,102.69956932400001
E02000595,Kensington and Chelsea 019,2510684.75,1316875.0,6.103191489,72338616.83,122.0,138.0,5,6423.144963,22.15501276,99.039251686
E02000596,Kensington and Chelsea 020,1683859.5,1202500.0,6.03060241,55148029.82,104.0,132.0,3,7145.754048,41.35374156,104.24386921800001
E02000597,Kensington and Chelsea 021,1179845.5,770868.75,6.00943662,76697960.76,84.0,142.0,3,7264.188501,39.79318868,76.574210326
E02000598,Kingston upon Thames 001,788044.25,774975.0,4.282228571,5477405.949,32.0,84.0,3,17545.69909,41.40890483,74.42497282
E02000599,Kingston upon Thames 002,1319089.25,1050625.0,4.537801047,32029154.59,38.0,86.0,8,15739.91728,66.09835506,73.56153341000001
E02000600,Kingston upon Thames 003,577925.75,470500.0,4.452307692,35476985.29,47.0,91.0,5,17115.78401,66.09835506,74.650936132
E02000601,Kingston upon Thames 004,651147.25,590118.75,4.31184,12653336.99,41.0,84.0,3,18030.13566,25.70763768,78.20167553333333
E02000602,Kingston upon Thames 005,491711.0,423625.0,4.256521739,45777125.25,105.0,103.0,5,18263.71002,37.81062156,74.966223256
E02000603,Kingston upon Thames 006,520091.0,456250.0,4.307709924,24656228.14,49.0,85.0,1,17618.70056,37.81062156,76.770398078
E02000604,Kingston upon Thames 007,605483.0,544375.0,4.322782609,14602840.82,69.0,87.0,3,16691.43293,44.54916163,87.85820033600001
E02000605,Kingston upon Thames 008,591448.25,558750.0,4.280444444,20267501.09,40.0,83.0,3,17531.00502,44.54916163,86.32451948399999
E02000606,Kingston upon Thames 009,542347.75,475812.5,4.054827725,38230315.03,261.0,103.0,3,19220.64938,30.73480678,74.848277348
E02000607,Kingston upon Thames 010,590087.75,605243.75,4.028269231,7446774.952,28.0,82.0,0,18774.94244,41.89870643,88.2036877925
E02000608,Kingston upon Thames 011,495092.0,435625.0,3.925360825,6137095.144,70.0,87.0,3,20145.62652,41.89870643,83.203334795
E02000609,Kingston upon Thames 012,543262.5,533250.0,4.228596491,23026900.11,39.0,97.0,4,18154.28384,44.94737261,79.796857956
E02000610,Kingston upon Thames 013,477794.5,400612.5,3.893,7779931.785,34.0,86.0,2,20257.12097,45.54296167,68.880850362
E02000611,Kingston upon Thames 014,640247.25,623862.5,3.962371134,8903669.639,26.0,84.0,3,19174.0236,56.26795082,86.287527318
E02000612,Kingston upon Thames 015,530607.0,554075.0,4.179877301,16453406.01,29.0,85.0,2,17952.1369,49.64892512,77.278261948
E02000613,Kingston upon Thames 016,569286.0,507625.0,3.826186441,9147698.297,41.0,87.0,7,20733.58899,45.54296167,87.47300163999999
E02000614,Kingston upon Thames 017,425437.25,421000.0,3.856845238,9477263.363,61.0,86.0,1,20202.01583,45.77832309,79.50166443399999
E02000615,Kingston upon Thames 018,426318.0,413875.0,3.702302632,6649600.421,37.0,86.0,3,21754.16039,45.15160762,78.795670108
E02000616,Kingston upon Thames 019,379378.5,374750.0,3.61245098,3432396.235,36.0,72.0,1,22036.20411,79.11877241,72.5061667975
E02000617,Kingston upon Thames 020,407625.25,402068.75,3.532401961,2833275.358,44.0,69.0,4,24198.56388,79.11877241,64.664681374
E02000619,Lambeth 002,489309.5,343500.0,6.383888889,48629660.01,70.0,126.0,2,2835.51428,32.91016348,58.738275472
E02000620,Lambeth 003,1012814.75,585750.0,6.376637168,88753026.6,146.0,137.0,2,3373.624071,32.91016348,73.187391298
E02000621,Lambeth 004,677197.25,618961.25,6.218518519,74731247.63,143.0,142.0,8,4275.225141,28.35439265,71.663033175
E02000622,Lambeth 005,673596.5,547500.0,6.315925926,154589281.5,94.0,134.0,2,4049.414356,28.35439265,83.756613938
E02000623,Lambeth 006,629995.0,478000.0,6.16915493,30117295.54,68.0,119.0,2,4838.956826,26.67021499,70.168217128
E02000624,Lambeth 007,476737.25,472500.0,6.2344,115963463.3,97.0,118.0,6,4667.940815,30.52151276,72.264857944
E02000625,Lambeth 008,520699.25,436687.5,6.112077922,57261365.36,92.0,118.0,1,5458.914228,24.92582035,70.736230882
E02000626,Lambeth 009,503732.75,430062.5,6.127307692,50245575.0,73.0,108.0,1,5040.649038,26.22766165,75.246481292
E02000627,Lambeth 010,622164.5,524812.5,6.121111111,96098426.46,90.0,120.0,3,5587.45756,24.92582035,80.34525582799999
E02000628,Lambeth 011,447592.75,428687.5,6.083980583,76463182.23,267.0,135.0,2,5548.169878,16.94106217,62.444933518333336
E02000629,Lambeth 012,676724.5,552031.25,5.910033333,81880103.53,184.0,122.0,0,6055.997359,24.92582035,92.165189832
E02000630,Lambeth 013,867345.0,639618.75,6.00625,46741691.29,129.0,125.0,3,6647.467222,28.77210116,81.117303334
E02000631,Lambeth 014,701587.5,542375.0,5.996304348,45932014.35,99.0,109.0,3,5716.795587,45.99346395,104.00777874600001
E02000632,Lambeth 015,621824.25,576243.75,5.946,44174430.22,86.0,116.0,1,6376.779514,16.94106217,104.906719864
E02000633,Lambeth 016,590973.0,561625.0,5.951,84069094.64,171.0,128.0,3,6351.482545,31.87785607,78.22863251800001
E02000634,Lambeth 017,667652.0,575937.5,5.914130435,86991495.66,179.0,121.0,3,6802.730145,28.77210116,74.9550510825
E02000635,Lambeth 018,657785.25,552500.0,5.875384615,26935210.91,118.0,109.0,2,6753.067087,45.99346395,85.727208518
E02000636,Lambeth 019,977579.5,835625.0,5.908271605,136375371.9,95.0,106.0,2,7387.358567,43.3364962,100.814877766
E02000637,Lambeth 020,613199.75,556062.5,5.826666667,77604635.35,86.0,106.0,3,7173.081875,31.87785607,109.28341579999999
E02000638,Lambeth 021,482561.5,446639.5,5.791651376,66229405.2,80.0,111.0,5,7567.645269,24.04731949,79.016267532
E02000639,Lambeth 022,470190.75,395125.0,5.801217391,59758536.74,63.0,115.0,1,7929.045433,31.52394311,72.934101708
E02000640,Lambeth 023,712614.25,678750.0,5.778467742,48248502.45,62.0,104.0,9,8286.089825,31.52394311,97.19105022333333
E02000641,Lambeth 024,426437.0,365812.5,5.66125,17783010.2,61.0,101.0,4,7925.255254,31.87785607,62.580781532
E02000642,Lambeth 025,590332.0,536125.0,5.640208333,49212313.2,71.0,108.0,3,8026.293652,42.54562199,90.503053138
E02000643,Lambeth 026,554996.25,458875.0,5.651285714,89814366.69,73.0,105.0,1,8715.428025,34.17600554,101.185085692
E02000644,Lambeth 027,538653.5,486750.0,5.547157895,25383273.55,94.0,99.0,3,8877.257928,38.44724871,96.253241712
E02000645,Lambeth 028,565751.0,464125.0,5.467605634,53991233.52,93.0,99.0,4,9040.216765,42.54562199,97.68495715
E02000646,Lambeth 029,522315.0,433125.0,5.544059406,86968897.91,107.0,104.0,2,9347.302949,32.12778175,94.496148032
E02000647,Lambeth 030,573826.0,509750.0,5.445798319,25608393.71,56.0,93.0,1,9781.133062,35.05286652,86.342836122
E02000648,Lambeth 031,422498.5,408406.25,5.356168224,26831289.61,82.0,94.0,5,9868.92589,35.05286652,72.786551914
E02000649,Lambeth 032,490617.75,426250.0,5.451445783,151588786.3,85.0,109.0,3,10210.28259,32.12778175,98.38633257666667
E02000650,Lambeth 033,480025.5,438437.5,5.268898305,35437046.74,78.0,95.0,1,10085.21504,44.89463142,85.776073032
E02000651,Lambeth 034,521621.25,457500.0,5.260103093,86798561.73,78.0,96.0,1,10899.6973,42.23297394,100.034441688
E02000652,Lambeth 035,456697.5,465625.0,5.156829268,33958010.02,44.0,93.0,2,11547.88507,42.23297394,79.850954438
E02000653,Lewisham 001,489245.25,506250.0,5.799565217,14831298.96,58.0,102.0,4,4611.482328,33.34130678,41.27233584
E02000654,Lewisham 002,373900.0,314000.0,5.741496599,20959431.36,91.0,104.0,2,5375.723615,33.34130678,56.076189148000005
E02000655,Lewisham 003,361652.25,309281.25,5.877950311,52858571.39,75.0,104.0,1,4920.057066,25.16427174,64.051085898
E02000657,Lewisham 005,471398.5,430000.0,5.741478261,113911614.7,121.0,126.0,4,6356.406757,39.27670899,88.58471121400001
E02000658,Lewisham 006,585520.75,497500.0,5.897628866,107888879.1,73.0,115.0,2,5738.251461,38.81587076,93.406126174
E02000659,Lewisham 007,530903.25,432500.0,5.443380282,30098903.32,91.0,105.0,4,8009.565086,57.4535433,76.14571478
E02000660,Lewisham 008,522437.25,421937.5,5.67019802,54277832.7,83.0,108.0,3,6966.424582,39.27670899,82.877426354
E02000661,Lewisham 009,580277.25,454750.0,5.328040541,67094690.68,90.0,107.0,4,8716.07835,57.4535433,80.320999155
E02000662,Lewisham 010,484868.75,442875.0,5.570261905,23472536.01,59.0,101.0,5,6704.020139,38.81587076,82.77713042
E02000663,Lewisham 011,582273.75,551437.5,5.52203125,59881126.17,63.0,99.0,0,7622.878378,47.40083775,107.302532425
E02000664,Lewisham 012,358513.25,332750.0,5.413863636,101108131.0,210.0,113.0,5,8321.172751,28.53769293,69.55163049333333
E02000665,Lewisham 013,546442.75,531625.0,5.217786885,48438184.59,70.0,93.0,3,9357.715847,35.65432196,90.853126925
E02000666,Lewisham 014,486565.25,422275.5,5.467708333,27754618.02,65.0,101.0,2,7839.224025,47.40083775,94.13817194
E02000667,Lewisham 015,556060.75,559625.0,5.473055556,45032793.35,57.0,104.0,4,7931.004,36.47381502,102.32212316249999
E02000668,Lewisham 016,566419.75,504375.0,5.10776699,68391843.66,59.0,92.0,3,10105.22482,35.65432196,82.2739474125
E02000669,Lewisham 017,448790.5,409437.5,5.194382022,35512163.35,61.0,101.0,1,9521.172265,28.53769293,87.838078142
E02000670,Lewisham 018,379805.0,368000.0,5.200754717,49590377.89,76.0,102.0,0,9392.467402,36.57541352,97.6667319625
E02000671,Lewisham 019,514926.0,478750.0,5.409357798,26470775.72,67.0,100.0,4,8386.649181,36.47381502,94.929345148
E02000672,Lewisham 020,427126.75,433000.0,5.272727273,103403641.9,145.0,105.0,4,9001.415345,36.57541352,97.815877188
E02000673,Lewisham 021,564280.75,455000.0,5.51122449,54457009.06,77.0,99.0,2,8208.230145,48.49325199,86.605678086
E02000674,Lewisham 022,479051.25,476456.25,5.0652,36693518.62,39.0,90.0,2,10311.62499,30.34963934,118.8863202
E02000675,Lewisham 023,411952.25,421086.75,4.904014599,56165523.69,67.0,90.0,2,11296.40005,42.67317703,75.87682489
E02000676,Lewisham 024,519311.25,481131.5,5.3125,58911467.56,57.0,95.0,2,9074.195141,38.52738181,103.998158404
E02000677,Lewisham 025,487109.75,449780.75,5.025740741,43577023.24,59.0,87.0,4,10139.43316,30.34963934,99.35047998499999
E02000678,Lewisham 026,313619.25,317625.0,4.856933333,24491197.05,68.0,88.0,2,11268.58758,41.33734409,84.5810568375
E02000679,Lewisham 027,490955.25,441625.0,5.271555556,35049468.46,65.0,89.0,4,9546.189778,38.52738181,77.609220886
